location,name,note,waterfront,state,ownership,website,elevation_feet,delta_temp,climate,visited,phone
"48.5263,-113.9820",Apgar Campground,High-elevation Glacier National Park campground near the foot of Lake McDonald; Campsites are not directly on the lake.  --AWH,none,MT,federal,,3198,-27.352979999999995,much cooler,no,
"41.0085,-72.0102",Hither Hills State Park Campground,In the dunes along the Atlantic Ocean at the northern tip of Long Island.  High surcharge for out-of-state.  --AWH,coastal dunes,NY,state,,42,-2.565539999999996,similar,no,
"45.3660,-123.9687",Cape Lookout State Park Campground,"Campsites are close to the beach, but view and access are blocked by dunes.  --AWH",coastal dunes,OR,state,,36,-10.38564,cooler,no,
"43.4284,-89.7314",Devil's Lake State Park,"There is a lake in the park, but the campground is not lakefront.  --AWH",none,WI,state,,987,-10.290960000000007,cooler,no,
"48.3994,-122.6593",Deception Pass Camp,"Campground loops are set back in the forest, not directly on Cranberry Lake's shoreline.",none,WA,state,,98,-16.068060000000003,much cooler,no,
"33.9917,-116.0628",Jumbo Rocks Campground,High-elevation desert campground in Joshua Tree National Park with no water bodies.,none,CA,federal,,4367,-5.355900000000002,slightly cooler,no,
"43.8941,-102.4144",Sage Creek Campground,Primitive grassland campground in the Badlands; Sage Creek is intermittent and often dry.,none,SD,federal,,2539,-16.663320000000002,much cooler,no,
"42.8525,-72.8149",Molly Stark State Park,Mountain-top park on Mount Olga with no significant water bodies.,none,VT,state,,1886,-12.460139999999999,cooler,no,
"43.4816,-73.2049",Lake St. Catherine State Park,A small number of campsites are either lakefront or creekfront.  Trees may obstruct the view.,lake,VT,state,,521,-8.725320000000002,slightly cooler,no,
"43.2808,-73.0049",Emerald Lake State Park,"There is a lake in the park, but the campground is not lakefront.",none,VT,state,,777,-9.27648,cooler,no,
"43.5517,-72.6975",Coolidge State Park,Forested mountainside park with no water bodies at the campground.,none,VT,state,,1689,-13.016699999999995,cooler,no,
"43.1057,-72.7733",Jamaica State Park,Campground along the West River with riverside campsites directly on the riverbank.,river,VT,state,,679,-8.610299999999997,slightly cooler,no,
"40.0321,-77.2928",Pine Grove Furnace State Park,Campground is in a wooded area set back from Laurel and Fuller Lakes; campers walk to the lakes.,none,PA,state,,869,-3.75642,similar,no,
"40.5095,-76.7498",Weiser State Forest (Halderman Tract) Campsite H4 Tract),Dispersed state forest campsite; no waterfront features documented.,none,PA,state,,1466,-6.7451400000000055,slightly cooler,no,
"40.5674,-76.6026",Weiser State Forest Greenland Tract,Dispersed state forest campsite; no waterfront features documented.,none,PA,state,,1565,-7.200359999999999,slightly cooler,no,
"40.7850,-76.1195",Locust Lake State Park Campground,Some campsites are close to the lake but not officially lakefront.,none,PA,state,,1253,-6.480539999999993,slightly cooler,no,
"41.3407,-75.8926",Frances Slocum State Park,The park has Frances Slocum Lake but the campground is set back from the lake in wooded hills.,none,PA,state,,1138,-7.071299999999996,slightly cooler,no,
"41.5627,-75.7067",Lackawanna State Park,The park has Lackawanna Lake but the campground area is in the hills above the lake.,none,PA,state,,974,-6.8858999999999995,slightly cooler,no,
"41.9118,-75.8652",Salt Springs State Park,"The park features Fall Brook with waterfalls but the camping area is in the woods, not directly on the brook.",none,PA,state,,1223,-8.40348,slightly cooler,no,
"43.4148,-73.7121",Lake George Battleground State Campground,Wooded campground right in town.  Walk to lake or downtown area.  Campsites are not lakefront.,none,NY,state,,400,-8.172179999999999,slightly cooler,no,
"45.0013,-74.8507",Robert Moses State Park - Thousand Islands,"Multiple campsites are right on the water, some on the north island and some on the south island.  --AWH",river,NY,state,https://newyorkstateparks.reserveamerica.com/camping/robert-moses-state-park/r/campgroundDetails.do?contractCode=NY&parkId=427,249,-10.489680000000002,cooler,no,
"44.8936,-75.1381",Coles Creek State Park,,river,NY,state,,252,-10.307519999999998,cooler,no,
"44.3238,-75.9349",Keewaydin State Park,,river,NY,state,,272,-9.352079999999999,cooler,no,
"44.3762,-75.8584",Kring Point State Park,,river,NY,state,,252,-9.376199999999995,cooler,no,
"44.5614,-75.6846",Jacques Cartier State Park,,river,NY,state,,269,-9.768059999999998,cooler,no,
"44.3323,-75.9908",Dewolf Point State Park,"Park is on a lake, but all of the campsites are set back into the woods.  Max 20ft length for RVs.  --AWH",none,NY,state,,255,-9.308879999999993,cooler,no,
"44.3292,-76.0366",Wellesley Island State Park,numerous riverfront campsites with direct access to the water.  --AWH,river,NY,state,,265,-9.3384,cooler,yes,
"44.2798,-75.9990",Grass Point State Park,"Many sites adjacent to the river, but most are separated from the river by either the marina or the driveway.  --AWH",riverview,NY,state,,259,-9.226080000000003,cooler,no,
"43.7668,-76.2090",Southwick Beach State Park,"Some sites are lakefront but the view may be blocked by dunes, and the beach can only be accessed via marked trails.  --AWH",coastal dunes,NY,state,,269,-8.337780000000006,slightly cooler,yes,
"43.3303,-76.6966",Fair Haven Beach State Park,"There are several sites up on the bluff, adjacent to the lake, but they are separated from the lake by the driveway and vegetation may block the view.  --AWH",lakeview,NY,state,,305,-7.680780000000002,slightly cooler,no,
"43.3591,-77.9500",Hamlin State Park,Campground is set back from the Lake Ontario shore in wooded loops.  --AWH,coastal woods,NY,state,,292,-7.685819999999997,slightly cooler,no,
"43.2736,-78.9960",Four Mile Creek State Park,Several sites are right on the water with a nice view of the lake.  --AWH,lake,NY,state,https://www.campsitephotos.com/campground/ny/four-mile-creek-state-park/,272,-7.461720000000004,slightly cooler,no,
"42.6021,-79.1178",Evangola State Park Campground,"The park is on Lake Erie but the campground is set back in wooded loops.  35, 37, and 41 may have a better view of the lake than others.  --AWH",lakeview,NY,state,https://newyorkstateparks.reserveamerica.com/campgroundDetails.do?contractCode=NY&parkId=302#sr_a,580,-7.35282,slightly cooler,no,
"44.6157,-73.6078",Macomb Reservation State Park,Multiple waterfront sites mentioned in reviews.  Photos are hard to find.  --AWH,lake,NY,state,,692,-11.375099999999994,cooler,no,
"42.5169,-75.6784",Bowman Lake State Park,Lake is nearby but not within campground.  --AWH,none,NY,state,,1745,-11.35296,cooler,no,
"43.5531,-76.2056",Selkirk Shores State Park,"There are several sites on the bluff overlooking the lake, but the view may be partially blocked by vegetation.  --AWH",lakeview,NY,state,,314,-8.11692,slightly cooler,no,
"42.1879,-75.4188",Oquaga Creek State Park,"Campground is in a wooded area on a ridge, not along the creek.",none,NY,state,,1692,-10.573559999999997,cooler,no,
"42.5901,-75.1341",Gilbert Lake State Park,Lake is nearby but not within campground.,none,NY,state,,1663,-11.192219999999999,cooler,no,
"42.7867,-74.8621",Glimmerglass State Park,"Park is on the shore of Otsego Lake, but campground is back in the woods.  --AWH",none,NY,state,,1246,-10.060200000000005,cooler,no,
"43.2904,-75.4167",Delta Lake State Park,Multiple lakefront campsites  --AWH,lake,NY,state,,554,-8.498159999999997,slightly cooler,no,
"42.2156,-75.8342",Chenango Valley State Park,"There is a lake in the park, but the campground is set back in the wooded area away from the lake.  --AWH",none,NY,state,,928,-7.897320000000004,slightly cooler,no,
"43.0582,-75.9715",Green Lakes State Park,Lakes are nearby but not within campground.,none,NY,state,,492,-7.857899999999998,slightly cooler,no,
"42.4215,-79.4298",Lake Erie State Park,"There are a small number of lakefront campsites, all of which are up on a bluff overlooking the lake.",lake,NY,state,,636,-7.226640000000003,slightly cooler,no,
"43.1767,-75.7293",Verona Beach State Park,Campground on the shore of Oneida Lake with sites near the lakeshore.,lake,NY,state,,403,-7.755299999999995,slightly cooler,no,
"43.2275,-76.1124",Oneida Shores County Park,County park directly on Oneida Lake's southern shore with lakefront campsites.,lake,NY,local,,403,-7.846739999999999,slightly cooler,no,
"44.2027,-76.1927",Cedar Point State Park,There is one 20ft riverfront site.  The rest are separated from the river by the driveway.,riverview,NY,state,,285,-9.180900000000001,cooler,no,
"44.1628,-76.2631",Burnham Point State Park,"All of the riverfront campsites are tent-only, but there are several RV sites that are separated from the river only by the driveway and the tent sites.  --AWH",riverview,NY,state,,262,-9.027179999999994,cooler,no,
"44.0266,-76.2202",Long Point State Park - Thousand Islands,,bay,NY,state,,259,-8.770320000000003,slightly cooler,no,
"43.9001,-76.1227",Westcott Beach State Park,"No sites are right on the lake, but several sites in the lower campground are adjacent to the lake, separated only by the driveway.  --AWH",lakeview,NY,state,,288,-8.647920000000004,slightly cooler,no,
"43.3668,-78.2361",Lakeside State Park,"Despite the name, the campground is set back from Lake Ontario in wooded loops.  --AWH",coastal woods,NY,state,,285,-7.676279999999997,slightly cooler,no,
"43.3725,-78.4880",Golden Hill State Park,Several sites are right on the lake with a spectacular lake view.  --AWH,lake,NY,state,,269,-7.628040000000003,slightly cooler,no,
"43.9725,-74.1271",Lake Harris,Multiple lakefront campsites,lake,NY,state,,1607,-13.481639999999993,cooler,no,
"44.3501,-73.8608",Wilmington Notch Campground,Close to Lake Placid in a wooded roadside setting along the Ausable River; campsites are not waterfront.  --AWH,none,NY,state,,1381,-13.354019999999995,cooler,yes,
"44.2981,-74.0750",Meadowbrook Campground,Close to Lake Placid in a wooded roadside setting  --AWH,none,NY,state,,1637,-14.173019999999996,much cooler,yes,
"44.6872,-73.2928",Grand Isle State Park,Campground on Grand Isle with sites directly along the Lake Champlain shoreline.,lake,NY,state,,137,-9.526499999999995,cooler,no,
"43.7694,-73.7891",Scaroon Manor Campground,DEC campground on the shore of Schroon Lake known for its lakefront campsites and beach.,lake,NY,state,,898,-10.588859999999995,cooler,no,
"43.8403,-73.5670",Putnam Pond Campground,"Possible issue with mosquitos.  Marsh nearby.
DEC campground with sites directly along the shore of Putnam Pond.",pond,NY,state,,1305,-12.167279999999998,cooler,no,
"43.8818,-73.6758",Paradox Pond Campground,Near the Paradox Lake area but sites are not confirmed to be directly on the water.,none,NY,state,,954,-10.990079999999997,cooler,no,
"43.9867,-74.4566",Lake Eaton Campground,"Many lakefront campsites.  Reviews suggest that sites are small, road is bad, and maintenance is poor.  --AWH",lake,NY,state,,1797,-14.185799999999997,much cooler,no,
"44.7236,-73.4267",Cumberland Bay State Park,A few waterfront campsites  --AWH,lake,NY,state,,121,-9.533519999999996,cooler,no,
"43.6744,-74.9869",Nicks Lake Campground,Multiple waterfront campsites  --AWH,lake,NY,state,,1735,-13.401359999999997,cooler,no,
"43.4934,-74.3982",Moffitt Beach State Campground,Multiple waterfront campsites  --AWH,lake,NY,state,,1768,-13.192560000000002,cooler,no,
"43.7180,-74.7957",Limekiln Lake State Campground,Multiple waterfront campsites  --AWH,lake,NY,state,,1935,-14.193540000000006,much cooler,no,
"43.6474,-74.3888",Lewey Lake Campsite,Multiple waterfront campsites  --AWH,lake,NY,state,,1660,-13.083659999999995,cooler,no,
"43.8385,-74.3842",Lake Durant State Campground,Multiple waterfront campsites  --AWH,lake,NY,state,,1820,-14.000940000000007,much cooler,no,
"43.8162,-74.5954",Golden Beach Campground,Multiple waterfront campsites  --AWH,lake,NY,state,,1811,-13.925700000000003,cooler,no,
"43.7656,-74.7085",Eighth Lake Campground,Multiple waterfront campsites  --AWH,lake,NY,state,,1827,-13.893119999999998,cooler,no,
"44.5779,-74.2860",Meacham Lake Campground,Multiple waterfront campsites  --AWH,lake,NY,state,,1551,-14.372459999999998,much cooler,no,
"44.3040,-74.3590",Fish Creek Pond Campground,"Multiple waterfront campsites, most of which are small and close together  --AWH",lake,NY,state,,1604,-14.066640000000003,much cooler,no,
"44.3221,-72.2891",New Discovery State Park,Campground is in a wooded hillside area in Groton State Forest; Osmore Pond is accessed via a trail from the campground.,none,VT,state,,1765,-14.672519999999999,much cooler,no,
"44.3898,-72.7673",Little River State Park,Campground is on a wooded hillside above Waterbury Reservoir; sites are set back in the forest.,none,VT,state,,780,-11.284380000000002,cooler,no,
"44.5209,-72.7741",Smugglers' Notch State Park Campground,Mountain notch campground between Mt. Mansfield and Sterling Peak with no significant water body adjacent.,none,VT,state,,1483,-14.024159999999995,much cooler,no,
"44.5445,-72.5278",Elmore State Park,Campground on Lake Elmore with sites near the lake shore and beach area.,lake,VT,state,,1191,-13.025339999999998,cooler,no,
"44.0265,-73.4221",Crown Point Campground,DEC campground on a point on Lake Champlain.  A few sites have a lake view.  --AWH,lakeview,NY,state,,134,-8.325539999999997,slightly cooler,no,
"43.1891,-74.1754",Northampton Beach Campground,DEC campground on Great Sacandaga Lake known for its sandy beach and lakefront campsites.,lake,NY,state,,797,-9.181620000000006,cooler,no,
"44.5047,-74.1135",Buck Pond Campground,A few of the campsites are on the lake  --AWH,lake,NY,state,,1660,-14.6268,much cooler,no,
"44.3101,-74.4083",Rollins Pond Campground,"Multiple waterfront campsites, most of which are fairly large and private.  --AWH",lake,NY,state,,1584,-14.007419999999998,much cooler,yes,
"41.9563,-71.8987",West Thompson Lake Campground,"There is a lake nearby, but the campground is not lakefront.",none,CT,federal,,433,-5.663879999999997,slightly cooler,no,
"25.4747,-80.5068",Fresh Gardens (Hipcamp),Hipcamp property in the Florida Homestead agricultural area; no significant water body adjacent.,none,FL,private,https://www.hipcamp.com/en-US/land/florida-freshgardens-qeoh0kmn,29,25.442100000000003,hot,no,
